DATA_TYPE,CR_NUMBER,STN_NUMBER,CLCM,IST$,OID$,PFR$,REP$,SER1,WWCD,ATMS,BATH,BTC1,BTR1,BTS1,CCVR,CLCM,DRYT,OLP$,SCR$,SOU$,SWDR,SWHT,SWPR,VDIR,VEST,VPER,WDIR,WETT,WSPD,WWCD,OBS_YEAR,OBS_MONTH,OBS_DAY,OBS_TIME,Q_DATE_TIME,LONGITUDE (+E),LATITUDE (+N),Q_POS
CD,18HB98002 ,6,,SEABIRD 25,6,,,S0129,,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1152,1,-55.8117,47.8917,1
TE,CG2845  98,9993,,,,,,,,NaN,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1222,1,-55.8,47.8,5
CD,18HB98002 ,7,,SEABIRD 25,7,,,S0129,,NaN,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1222,1,-55.81,47.8733,1
TE,CG2845  98,9992,,,,,,,,NaN,110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1246,1,-55.8167,47.8,5
CD,18HB98002 ,8,,SEABIRD 25,8,,,S0129,,NaN,110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1246,1,-55.8167,47.8567,1
TE,CG2845  98,9991,,,,,,,,NaN,122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1314,1,-55.8167,47.8333,1
CD,18HB98002 ,9,,SEABIRD 25,9,,,S0129,,NaN,122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1314,1,-55.83,47.8433,1
TE,CG2845  98,9990,,,,,,,,NaN,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1341,1,-55.8333,47.8167,1
CD,18HB98002 ,10,,SEABIRD 25,10,,,S0129,,NaN,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1341,1,-55.84,47.8267,1
TE,CG2845  98,9989,,,,,,,,NaN,175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1451,1,-55.8333,47.8,1
CD,18HB98002 ,11,,SEABIRD 25,11,,,S0129,,NaN,175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1451,1,-55.84,47.81,1
TE,CG2845  98,9988,,,,,,,,NaN,112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1527,1,-55.8333,47.7833,1
CD,18HB98002 ,12,,SEABIRD 25,12,,,S0129,,NaN,112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1527,1,-55.835,47.7883,1
TE,CG2845  98,9987,,,,,,,,NaN,131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1554,1,-55.85,47.7667,1
CD,18HB98002 ,13,,SEABIRD 25,13,,,S0129,,NaN,131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1554,1,-55.86,47.78,1
TE,CG2845  98,9986,,,,,,,,NaN,114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1617,1,-55.8667,47.7667,1
CD,18HB98002 ,14,,SEABIRD 25,14,,,S0129,,NaN,114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1617,1,-55.88,47.7733,1
TE,CG2845  98,9985,,,,,,,,NaN,208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1641,1,-55.9,47.75,1
CD,18HB98002 ,15,,SEABIRD 25,15,,,S0129,,NaN,208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1641,1,-55.9033,47.765,1
TE,CG2845  98,9984,,,,,,,,NaN,221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1710,1,-55.9167,47.75,1
CD,18HB98002 ,16,,SEABIRD 25,16,,,S0129,,NaN,221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1710,1,-55.925,47.76,1
TE,CG2845  98,9983,,,,,,,,NaN,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1740,1,-55.95,47.75,1
CD,18HB98002 ,17,,SEABIRD 25,17,,,S0129,,NaN,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1740,1,-55.9517,47.76,1
TE,CG2845  98,9982,,,,,,,,NaN,280,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1813,1,-55.9667,47.75,1
CD,18HB98002 ,18,,SEABIRD 25,18,,,S0129,,NaN,280,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1813,1,-55.975,47.755,1
TE,CG2845  98,9981,,,,,,,,NaN,230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1844,1,-55.9833,47.7333,1
CD,18HB98002 ,19,,SEABIRD 25,19,,,S0129,,NaN,230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1844,1,-55.9933,47.7433,1
TE,CG2845  98,9948,,,,,,,,NaN,240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1913,1,-56,47.7167,1
CD,18HB98002 ,20,,SEABIRD 25,20,,,S0129,,NaN,240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1913,1,-56.01,47.73,1
TE,CG2845  98,9947,,,,,,,,NaN,176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1939,1,-56.0167,47.7167,1
CD,18HB98002 ,21,,SEABIRD 25,21,,,S0129,,NaN,176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,17,1939,1,-56.0283,47.7233,1
CD,18HB98002 ,22,,SEABIRD 25,22,,,S0129,,NaN,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1321,1,-56.0383,47.7083,1
TE,CG2845  98,9945,,,,,,,,NaN,385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1339,1,-56.0333,47.6833,1
CD,18HB98002 ,23,,SEABIRD 25,23,,,S0129,,NaN,385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1339,1,-56.0333,47.695,1
TE,CG2845  98,9944,,,,,,,,NaN,145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1458,1,-56.0167,47.6833,1
CD,18HB98002 ,24,,SEABIRD 25,24,,,S0129,,NaN,145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1458,1,-56.03,47.6867,1
TE,CG2845  98,9943,,,,,,,,NaN,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1525,1,-56.0167,47.6667,1
CD,18HB98002 ,25,,SEABIRD 25,25,,,S0129,,NaN,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1525,1,-56.025,47.6817,1
TE,CG2845  98,9942,,,,,,,,NaN,286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1551,1,-56,47.7,1
CD,18HB98002 ,26,,SEABIRD 25,26,,,S0129,,NaN,286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1551,1,-56.0083,47.7017,1
TE,CG2845  98,9980,,,,,,,,NaN,93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1628,1,-55.9667,47.7,1
CD,18HB98002 ,27,,SEABIRD 25,27,,,S0129,,NaN,93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1628,1,-55.9733,47.71,1
TE,CG2845  98,9979,,,,,,,,NaN,142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1703,1,-55.9333,47.7167,1
CD,18HB98002 ,28,,SEABIRD 25,28,,,S0129,,NaN,142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1703,1,-55.935,47.7167,1
TE,CG2845  98,9978,,,,,,,,NaN,190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1736,1,-55.8833,47.7167,1
CD,18HB98002 ,29,,SEABIRD 25,29,,,S0129,,NaN,190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1736,1,-55.8917,47.725,1
TE,CG2845  98,9977,,,,,,,,NaN,171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1807,1,-55.8667,47.7333,1
CD,18HB98002 ,30,,SEABIRD 25,30,,,S0129,,NaN,171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1807,1,-55.8717,47.735,1
TE,CG2845  98,9976,,,,,,,,NaN,105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1829,1,-55.8667,47.7333,1
CD,18HB98002 ,31,,SEABIRD 25,31,,,S0129,,NaN,105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1829,1,-55.8733,47.7433,1
TE,CG2845  98,9975,,,,,,,,NaN,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1850,1,-55.85,47.75,1
CD,18HB98002 ,32,,SEABIRD 25,32,,,S0129,,NaN,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1850,1,-55.8617,47.7533,1
TE,CG2845  98,9974,,,,,,,,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1928,1,-55.8333,47.7667,1
CD,18HB98002 ,33,,SEABIRD 25,33,,,S0129,,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1928,1,-55.845,47.7667,1
CD,18HB98002 ,34,,SEABIRD 25,34,,,S0129,,NaN,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,18,1950,1,-55.85,47.775,1
TE,CG2845  98,9972,,,,,,,,NaN,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1109,1,-55.8,47.8,5
CD,18HB98002 ,35,,SEABIRD 25,35,,,S0129,,NaN,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1109,1,-55.8,47.9033,1
TE,CG2845  98,9971,,,,,,,,NaN,49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1125,1,-55.8,47.8,5
CD,18HB98002 ,36,,SEABIRD 25,36,,,S0129,,NaN,49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1125,1,-55.8117,47.8917,1
TE,CG2845  98,9970,,,,,,,,NaN,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1155,1,-55.8,47.8,5
CD,18HB98002 ,37,,SEABIRD 25,37,,,S0129,,NaN,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1155,1,-55.81,47.8733,1
TE,CG2845  98,9969,,,,,,,,NaN,110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1214,1,-55.8167,47.8,5
CD,18HB98002 ,38,,SEABIRD 25,38,,,S0129,,NaN,110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1214,1,-55.8167,47.8567,1
TE,CG2845  98,9968,,,,,,,,NaN,113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1234,1,-55.8167,47.8333,1
CD,18HB98002 ,39,,SEABIRD 25,39,,,S0129,,NaN,113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1234,1,-55.83,47.8433,1
TE,CG2845  98,9967,,,,,,,,NaN,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1300,1,-55.8333,47.8167,1
CD,18HB98002 ,40,,SEABIRD 25,40,,,S0129,,NaN,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1300,1,-55.84,47.8267,1
TE,CG2845  98,9966,,,,,,,,NaN,165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1328,1,-55.8333,47.8,1
CD,18HB98002 ,41,,SEABIRD 25,41,,,S0129,,NaN,165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1328,1,-55.84,47.81,1
TE,CG2845  98,9965,,,,,,,,NaN,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1355,1,-55.8333,47.7833,1
CD,18HB98002 ,42,,SEABIRD 25,42,,,S0129,,NaN,162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1355,1,-55.835,47.7883,1
TE,CG2845  98,9964,,,,,,,,NaN,113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1447,1,-55.85,47.7667,1
CD,18HB98002 ,43,,SEABIRD 25,43,,,S0129,,NaN,113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1447,1,-55.86,47.78,1
TE,CG2845  98,9963,,,,,,,,NaN,125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1515,1,-55.8667,47.7667,1
CD,18HB98002 ,44,,SEABIRD 25,44,,,S0129,,NaN,125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1515,1,-55.88,47.7733,1
TE,CG2845  98,9962,,,,,,,,NaN,207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1536,1,-55.9,47.75,1
CD,18HB98002 ,45,,SEABIRD 25,45,,,S0129,,NaN,207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1536,1,-55.9033,47.765,1
TE,CG2845  98,9961,,,,,,,,NaN,220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1602,1,-55.9167,47.75,1
CD,18HB98002 ,46,,SEABIRD 25,46,,,S0129,,NaN,220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1602,1,-55.925,47.76,1
TE,CG2845  98,9960,,,,,,,,NaN,189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1631,1,-55.95,47.75,1
CD,18HB98002 ,47,,SEABIRD 25,47,,,S0129,,NaN,189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,20,1631,1,-55.9517,47.76,1
TE,CG2845  98,9959,,,,,,,,NaN,286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1154,1,-55.9667,47.75,1
CD,18HB98002 ,48,,SEABIRD 25,48,,,S0129,,NaN,286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1154,1,-55.975,47.755,1
TE,CG2845  98,9958,,,,,,,,NaN,231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1236,1,-55.9833,47.7333,1
CD,18HB98002 ,49,,SEABIRD 25,49,,,S0129,,NaN,231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1236,1,-55.9933,47.7433,1
TE,CG2845  98,9941,,,,,,,,NaN,220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1302,1,-56,47.7167,1
CD,18HB98002 ,50,,SEABIRD 25,50,,,S0129,,NaN,220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1302,1,-56.01,47.73,1
TE,CG2845  98,9940,,,,,,,,NaN,150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1326,1,-56.0167,47.7167,1
CD,18HB98002 ,51,,SEABIRD 25,51,,,S0129,,NaN,150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1326,1,-56.0283,47.7233,1
TE,CG2845  98,9939,,,,,,,,NaN,67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1348,1,-56.0333,47.7,1
CD,18HB98002 ,52,,SEABIRD 25,52,,,S0129,,NaN,67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1348,1,-56.0383,47.7083,1
TE,CG2845  98,9938,,,,,,,,NaN,388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1438,1,-56.0333,47.6833,1
CD,18HB98002 ,53,,SEABIRD 25,53,,,S0129,,NaN,388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1438,1,-56.0333,47.695,1
TE,CG2845  98,9937,,,,,,,,NaN,177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1509,1,-56.0167,47.6833,1
CD,18HB98002 ,54,,SEABIRD 25,54,,,S0129,,NaN,177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1509,1,-56.03,47.6867,1
TE,CG2845  98,9936,,,,,,,,NaN,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1528,1,-56.0167,47.6667,1
CD,18HB98002 ,55,,SEABIRD 25,55,,,S0129,,NaN,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1528,1,-56.025,47.6817,1
TE,CG2845  98,9935,,,,,,,,NaN,274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1549,1,-56,47.7,1
CD,18HB98002 ,56,,SEABIRD 25,56,,,S0129,,NaN,274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1549,1,-56.0083,47.7017,1
TE,CG2845  98,9957,,,,,,,,NaN,79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1620,1,-55.9667,47.7,1
CD,18HB98002 ,57,,SEABIRD 25,57,,,S0129,,NaN,79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1620,1,-55.9733,47.71,1
TE,CG2845  98,9956,,,,,,,,NaN,146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1644,1,-55.9333,47.7167,1
CD,18HB98002 ,58,,SEABIRD 25,58,,,S0129,,NaN,146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1644,1,-55.935,47.7167,1
TE,CG2845  98,9955,,,,,,,,NaN,192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,9,21,1711,1,-55.8833,47.7167,1
